Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage,kfold
915,1,1,2,10,22.0,17,1,0,0
626,2,1,2,60,26.0,7,2,0,0
375,1,1,2,40,26.0,2,1,0,0
1132,1,2,2,25,25.0,18,2,1,0
577,1,2,2,20,8.0,17,2,0,0
1385,1,2,3,60,43.0,0,2,1,0
789,2,2,3,20,19.0,0,1,0,0
342,2,1,3,25,28.0,0,2,0,0
731,2,1,3,20,19.0,0,1,0,0
256,2,1,3,45,23.0,0,2,0,0
1785,1,1,2,20,22.0,25,3,1,0
2016,1,2,2,15,44.0,1,2,0,0
732,1,1,2,20,13.0,22,2,0,0
1385,1,2,3,40,43.0,0,1,0,0
577,1,2,2,20,21.0,14,1,0,0
1385,1,2,2,15,18.0,21,1,0,0
625,1,2,2,60,24.0,8,1,0,0
625,2,1,2,40,28.0,12,1,0,0
915,2,1,2,10,18.0,16,1,0,0
1576,2,1,2,20,42.0,6,1,1,0
3500,2,2,3,10,41.0,0,2,0,0
1678,1,2,2,25,33.0,16,2,0,0
1786,1,1,2,20,45.0,0,2,0,0
915,1,2,2,10,14.0,22,1,0,0
2015,1,1,3,50,46.0,0,1,0,0
1678,1,2,2,10,32.0,14,2,0,0
488,1,2,3,30,32.0,0,1,0,0
915,1,2,2,65,38.0,1,2,0,0
850,1,2,2,20,17.0,21,1,0,0
531,2,1,2,15,29.0,3,2,0,0
732,2,1,2,5,10.0,12,2,0,0
2015,1,2,2,20,45.0,6,2,0,0
1478,1,2,2,30,20.0,24,2,1,0
209,1,2,2,10,15.0,1,1,0,0
188,2,1,3,10,16.0,0,2,0,0
2999,1,1,2,20,12.0,44,1,0,0
790,1,1,2,20,29.0,8,3,0,0
168,2,1,2,40,17.0,4,2,0,0
2542,1,1,2,20,47.0,13,2,0,0
231,1,1,2,10,18.0,5,2,0,0
1478,1,2,2,35,42.0,2,2,0,0
2267,1,2,2,30,34.0,19,1,0,0
1898,1,1,2,20,46.0,10,2,0,0
410,1,2,2,10,10.0,5,1,0,0
375,1,1,3,25,33.0,0,2,0,0
2999,1,2,2,60,42.0,12,2,0,0
577,1,2,2,25,30.0,0,2,0,0
577,1,2,3,15,36.0,0,3,0,0
1678,2,1,2,15,25.0,18,2,0,0
283,1,2,2,20,18.0,7,2,0,0
150,1,1,3,5,22.0,0,1,0,0
626,1,2,2,50,27.0,13,1,0,0
375,1,2,3,10,25.0,0,3,1,0
1678,1,2,2,20,24.0,26,1,0,0
1576,1,2,2,5,29.0,2,1,0,0
2016,1,1,3,35,55.0,0,2,0,0
1132,2,1,2,5,21.0,18,1,0,0
915,2,1,2,15,32.0,5,2,0,0
2138,2,1,3,20,52.0,0,1,1,0
1678,2,1,3,60,48.0,0,2,0,0
488,1,2,2,10,15.0,7,2,0,0
1385,1,2,2,40,28.0,12,2,0,0
1478,1,2,2,30,26.0,18,2,0,0
1056,1,2,2,70,22.0,17,1,0,0
625,1,2,2,50,19.0,13,2,0,0
1678,1,2,2,40,34.0,10,1,1,0
2401,2,1,2,30,33.0,8,1,0,0
256,2,1,2,40,7.0,3,2,0,0
375,2,2,3,50,30.0,0,1,0,0
375,1,2,2,20,13.0,11,1,0,0
257,1,1,2,40,21.0,1,1,0,0
283,2,1,3,20,27.0,0,3,0,0
2267,1,1,3,20,60.0,0,2,1,0
626,1,2,2,60,17.0,16,3,0,0
1678,1,2,2,15,20.0,22,2,0,0
984,1,1,2,40,23.0,12,2,0,0
1575,1,2,3,20,20.0,0,1,0,0
1132,2,1,3,10,44.0,0,2,0,0
1296,1,1,3,15,42.0,0,2,0,0
1786,1,1,2,30,22.0,27,2,0,0
188,2,2,3,60,19.0,0,3,0,0
1385,1,1,2,20,41.0,3,1,0,0
915,2,2,3,20,26.0,0,1,1,0
577,2,2,3,5,19.0,0,2,0,0
2999,1,1,2,10,56.0,3,3,0,0
789,1,2,2,25,20.0,19,2,0,0
488,1,2,2,10,13.0,17,2,0,0
1385,1,2,2,40,16.0,28,2,0,0
1678,1,2,2,30,29.0,5,2,0,0
2016,1,2,3,30,54.0,0,3,0,0
2401,1,1,2,50,40.0,13,2,0,0
1056,1,2,3,5,17.0,0,1,0,0
1385,1,1,2,10,31.0,13,2,0,0
732,1,1,2,10,30.0,2,1,0,0
1678,2,1,2,20,30.0,1,1,0,0
2139,2,2,3,30,42.0,0,2,0,0
1385,1,2,2,60,25.0,18,1,0,0
677,1,1,2,20,25.0,5,2,0,0
410,1,2,2,20,13.0,3,1,0,0
677,1,2,2,20,20.0,4,2,0,0
625,1,2,2,30,30.0,6,1,0,0
1678,1,2,3,10,50.0,0,1,0,0
2688,1,1,2,20,50.0,3,2,1,0
168,1,1,2,20,17.0,4,1,0,0
1478,1,1,2,30,34.0,5,3,0,0
1132,2,1,2,20,39.0,4,1,0,0
677,1,1,2,60,29.0,2,3,0,0
577,1,2,3,15,38.0,0,2,0,0
3336,2,1,3,5,36.0,0,3,0,0
2402,1,2,2,20,25.0,23,2,0,0
1212,1,2,2,25,34.0,7,2,1,0
531,1,1,3,30,30.0,0,2,2,0
1785,1,2,2,25,25.0,24,3,0,0
410,1,2,3,45,22.0,0,1,0,0
531,1,1,3,45,33.0,0,2,0,0
2267,1,1,2,10,23.0,23,1,0,0
1785,1,2,2,35,20.0,25,2,0,0
151,1,2,3,5,13.0,0,1,0,0
2401,2,2,1,0,0.0,0,3,1,0
531,2,2,3,20,25.0,0,1,1,0
984,2,1,2,5,30.0,9,2,0,0
448,1,2,2,20,31.0,3,1,0,0
625,1,2,2,40,27.0,14,2,1,0
2016,1,2,2,30,30.0,7,2,0,0
2402,1,1,2,20,47.0,7,1,0,0
731,1,1,3,50,26.0,0,2,0,0
1296,1,1,2,40,23.0,21,1,0,0
1297,1,2,2,30,15.0,22,1,0,0
2999,1,1,2,10,33.0,0,2,0,0
915,1,2,2,20,37.0,1,2,0,0
1678,1,1,2,40,18.0,19,3,0,0
3337,1,1,2,20,45.0,11,3,0,0
1785,1,2,2,10,8.0,33,2,0,0
1297,2,2,3,40,18.0,0,1,0,0
1478,2,1,2,20,50.0,0,1,0,0
2139,1,1,2,80,42.0,10,1,2,0
1478,2,1,2,30,36.0,5,3,0,0
1478,1,1,3,25,40.0,0,2,1,0
1132,1,1,2,20,25.0,13,3,0,0
625,1,2,2,15,21.0,14,2,0,0
410,1,2,2,5,15.0,8,1,0,0
984,2,1,2,10,19.0,21,1,0,0
1576,1,1,3,10,35.0,0,3,0,0
1212,1,1,2,20,29.0,16,1,0,0
2016,2,1,3,40,47.0,0,3,1,0
2542,1,2,2,20,27.0,19,2,1,0
488,1,1,3,60,33.0,0,1,0,0
789,1,1,2,30,21.0,15,2,0,0
2267,1,1,2,15,33.0,20,2,0,0
2267,2,1,3,25,25.0,0,2,0,0
488,1,1,2,30,26.0,6,2,0,0
2401,2,1,2,10,50.0,2,2,1,0
2542,1,2,2,25,41.0,2,2,1,0
789,1,1,2,10,18.0,23,2,0,0
1212,1,2,3,20,21.0,0,2,0,0
1212,1,2,2,20,20.0,20,2,0,0
984,2,1,3,40,44.0,0,2,0,0
1056,1,2,2,30,29.0,10,2,0,0
1385,1,2,2,30,30.0,1,1,0,0
1297,1,1,1,0,0.0,0,2,2,0
851,1,1,2,30,20.0,24,3,0,0
2542,1,1,2,20,30.0,32,1,0,0
577,1,2,2,25,19.0,18,3,0,0
1678,1,1,2,10,38.0,10,2,0,0
3500,1,2,2,10,30.0,27,3,0,0
677,1,2,2,25,18.0,12,1,0,0
626,2,1,2,10,19.0,17,1,0,0
342,1,1,2,20,23.0,1,2,0,0
2542,2,2,3,20,36.0,0,2,0,0
625,1,1,3,5,38.0,0,1,0,0
2840,2,1,2,10,37.0,14,2,0,0
375,1,2,2,55,27.0,1,2,0,0
448,2,2,3,10,28.0,0,2,1,0
625,2,1,2,60,12.0,18,1,0,0
2401,1,2,2,60,25.0,25,2,0,0
448,2,1,2,20,24.0,0,2,0,0
1296,1,2,2,30,40.0,23,2,0,0
732,1,2,3,40,24.0,0,2,0,0
677,1,2,2,25,13.0,19,1,0,0
3500,1,1,3,20,30.0,0,2,0,0
410,1,1,2,15,18.0,11,2,0,0
1385,2,1,2,10,14.0,27,2,0,0
2138,2,1,2,10,32.0,10,3,0,0
1478,1,1,2,20,43.0,0,2,0,0
577,2,1,2,20,30.0,1,3,0,0
984,2,1,2,15,20.0,13,1,0,0
626,1,1,2,20,6.0,3,2,0,0
3500,1,2,2,30,44.0,12,2,1,0
1132,2,1,3,30,28.0,0,3,0,0
1385,2,1,2,30,29.0,16,2,0,0
984,1,1,3,30,30.0,0,2,1,0
1678,2,2,3,40,35.0,0,2,0,0
1575,2,1,2,20,28.0,8,1,0,0
1478,1,1,2,40,16.0,22,3,0,0
625,1,2,2,5,25.0,10,1,0,0
2840,1,2,2,15,35.0,36,2,0,0
2541,1,1,2,35,20.0,31,2,0,0
1296,1,2,2,20,27.0,11,3,2,0
916,1,2,2,40,15.0,23,1,0,0
2401,1,1,2,10,35.0,20,1,0,0
1478,2,1,2,5,6.0,27,2,0,0
1056,2,1,3,25,40.0,0,2,0,0
851,1,1,2,10,20.0,16,1,0,0
3500,1,1,2,10,56.0,5,1,0,0
531,2,1,2,20,29.0,1,1,0,0
2138,1,1,3,5,54.0,0,2,0,0
915,2,2,3,5,40.0,0,2,0,0
1296,1,2,2,40,10.0,19,1,0,0
531,1,1,2,20,20.0,13,1,0,0
3500,1,2,2,25,41.0,12,1,0,0
577,1,1,3,30,23.0,0,3,0,0
1056,1,2,2,20,17.0,22,1,0,0
984,1,2,2,60,36.0,4,3,1,0
2267,2,1,2,30,27.0,19,1,0,0
790,1,2,2,35,16.0,21,2,0,0
1576,1,1,2,60,12.0,30,2,0,0
1385,1,2,2,30,38.0,4,1,0,0
1478,1,1,2,40,33.0,17,3,2,0
2138,1,1,2,15,40.0,13,2,0,0
789,2,1,2,10,23.0,15,3,0,0
984,1,2,2,20,23.0,17,2,0,0
577,1,2,2,50,21.0,9,1,0,0
2015,2,1,2,40,26.0,8,2,0,0
3500,1,2,2,20,35.0,18,3,0,0
915,1,2,2,80,31.0,6,3,0,0
1056,1,2,2,20,41.0,2,1,2,0
2015,1,2,2,10,5.0,32,2,0,0
2267,1,1,2,35,23.0,29,2,1,0
3500,1,1,2,10,55.0,5,3,0,0
851,1,2,2,60,26.0,13,2,0,0
1898,1,2,2,40,7.0,34,2,2,0
1678,1,1,2,20,32.0,21,2,0,0
851,1,2,2,30,24.0,12,2,0,0
1478,1,2,2,45,35.0,12,3,1,0
677,1,1,3,40,31.0,0,2,0,0
2016,2,1,2,10,24.0,28,2,0,0
1678,1,1,2,40,47.0,0,1,0,0
232,1,2,1,0,0.0,0,2,0,0
915,1,1,3,20,39.0,0,1,0,0
311,2,1,2,40,18.0,2,2,0,0
2840,1,2,2,10,54.0,3,3,0,0
2541,1,2,2,30,9.0,27,1,0,0
2138,2,1,2,10,15.0,23,1,0,0
448,2,1,2,10,5.0,16,1,0,0
1576,1,1,2,5,10.0,23,2,0,0
1297,1,1,2,20,26.0,7,3,0,0
2999,1,2,2,40,37.0,19,2,0,0
448,1,2,2,10,20.0,7,2,0,0
3500,1,2,2,20,42.0,8,3,1,0
2016,2,1,2,5,17.0,32,1,0,0
732,2,2,3,20,13.0,0,2,0,0
1056,1,2,2,30,46.0,2,1,0,0
1212,2,1,3,40,35.0,0,3,1,0
1576,2,1,2,15,11.0,31,2,0,0
916,1,1,2,10,20.0,20,2,0,0
1786,1,1,2,20,38.0,15,2,1,0
2015,1,2,2,60,36.0,12,2,0,0
1898,1,2,2,40,43.0,6,1,1,0
1898,1,2,2,20,39.0,11,1,0,0
2138,1,2,2,25,40.0,8,1,0,0
1786,1,1,3,20,35.0,0,3,0,0
1212,1,2,3,30,47.0,0,3,0,0
1678,1,1,3,10,32.0,0,3,0,0
916,1,2,2,40,23.0,12,1,1,0
375,1,1,2,35,26.0,4,1,0,0
2402,2,2,3,10,52.0,0,3,0,0
410,1,2,2,15,23.0,5,2,0,0
488,1,2,2,25,30.0,2,2,0,0
283,1,1,3,30,29.0,0,1,0,0
2688,1,1,2,40,40.0,17,2,1,0
1478,1,2,3,20,38.0,0,2,1,0
1132,2,1,2,5,24.0,18,3,0,0
2687,1,2,2,10,14.0,37,2,0,0
1478,1,1,2,20,31.0,13,2,0,0
1212,2,1,3,20,30.0,0,2,0,0
2688,2,1,3,20,35.0,0,1,0,0
2840,1,2,3,40,58.0,0,1,1,0
2016,2,1,1,0,0.0,0,2,2,0
577,1,1,2,5,16.0,13,1,0,0
1296,1,1,2,30,19.0,29,1,0,0
3500,1,1,2,40,15.0,40,1,0,0
2401,1,2,2,30,25.0,30,2,0,0
2999,1,1,2,20,22.0,29,3,0,0
1212,1,1,2,25,28.0,13,1,0,0
1212,1,2,2,80,38.0,6,3,0,0
732,2,2,3,20,12.0,0,3,1,0
1786,1,2,2,40,33.0,14,3,0,0
916,1,2,2,60,15.0,22,2,0,0
851,1,1,2,40,15.0,14,1,0,0
1678,1,1,2,30,46.0,0,3,0,0
1385,1,2,2,40,13.0,26,3,0,0
375,2,1,2,20,24.0,0,3,0,0
984,1,2,2,30,32.0,4,2,0,0
677,1,2,2,20,32.0,2,2,0,0
531,1,2,2,30,38.0,1,2,0,0
1576,2,1,2,20,24.0,10,1,0,0
1898,2,1,2,20,47.0,3,2,0,0
257,2,1,3,40,14.0,0,3,0,0
2402,1,2,2,30,35.0,16,1,1,0
1385,1,2,3,40,42.0,0,1,2,0
489,1,1,2,5,12.0,9,1,0,0
2139,1,2,2,40,37.0,16,2,0,0
2401,2,2,3,10,42.0,0,2,0,0
789,2,1,2,20,17.0,1,2,0,0
256,1,2,2,30,20.0,3,1,0,0
531,1,1,3,50,32.0,0,2,0,0
732,1,2,3,60,30.0,0,1,2,0
626,2,1,2,15,19.0,15,2,0,0
1576,1,2,2,30,21.0,28,1,0,0
731,2,1,2,20,26.0,7,3,0,0
2840,1,2,2,30,47.0,3,2,1,0
1132,2,1,2,20,37.0,5,2,0,0
1898,1,2,2,40,32.0,18,1,0,0
1212,1,2,2,10,9.0,26,2,0,0
577,1,2,2,25,15.0,17,2,0,0
1296,2,1,2,10,12.0,27,2,0,0
1898,1,2,2,55,42.0,8,2,0,0
1056,2,1,2,10,27.0,8,1,0,0
2542,1,2,2,5,16.0,29,2,0,0
488,1,1,2,10,15.0,10,3,0,0
531,1,2,2,20,25.0,7,3,0,0
1132,1,1,2,40,31.0,22,3,0,0
1212,1,1,2,30,30.0,14,2,0,0
231,2,1,2,40,20.0,3,2,0,0
1297,2,2,3,20,45.0,0,2,0,0
625,2,1,2,60,33.0,2,2,2,0
1898,2,1,3,20,53.0,0,1,0,0
1212,1,1,2,30,45.0,3,1,2,0
1385,1,2,2,40,34.0,8,1,0,0
312,1,1,3,45,29.0,0,2,0,0
677,1,1,2,20,26.0,13,1,1,0
2015,1,1,2,40,32.0,11,2,0,0
789,2,2,3,30,18.0,0,1,1,0
2402,1,1,2,5,29.0,18,2,0,0
2840,1,1,2,20,25.0,15,3,0,0
1212,1,2,2,20,20.0,25,3,0,0
851,1,2,2,20,10.0,14,1,0,0
1385,1,1,2,15,27.0,21,3,0,0
1132,1,2,2,50,27.0,13,2,0,0
1575,1,1,2,40,35.0,11,1,1,0
625,2,2,3,15,31.0,0,1,0,0
2840,1,2,3,10,58.0,0,2,0,0
1678,1,1,2,20,30.0,5,2,1,0
2267,2,2,3,30,45.0,0,2,0,0
1385,1,1,2,20,19.0,23,2,0,0
851,1,2,2,60,33.0,5,2,0,0
1678,1,1,2,20,25.0,21,2,0,0
915,1,1,2,5,25.0,12,2,0,0
731,1,2,2,40,28.0,6,1,0,0
2999,1,1,2,15,15.0,44,2,0,0
1678,1,2,2,20,14.0,14,2,0,0
1478,1,2,2,15,40.0,1,2,0,0
790,2,1,2,10,15.0,18,2,0,0
1132,2,1,2,40,38.0,6,2,0,0
448,2,1,2,20,20.0,0,1,0,0
1385,1,2,3,10,42.0,0,1,1,0
851,2,1,3,20,37.0,0,2,0,0
577,1,1,2,60,10.0,19,2,0,0
2541,1,1,2,10,6.0,35,2,0,0
1056,1,2,2,60,18.0,25,3,0,0
2402,2,1,2,10,24.0,30,1,0,0
625,1,1,2,40,39.0,2,2,0,0
1678,1,1,2,5,33.0,15,3,0,0
3500,1,1,2,20,32.0,26,1,0,0
1576,2,2,3,5,28.0,0,2,0,0
1478,1,1,2,20,27.0,20,2,0,0
488,1,2,2,50,31.0,2,3,0,0
625,1,2,2,15,16.0,18,2,0,0
1478,2,1,2,10,5.0,12,3,0,0
312,1,2,2,30,22.0,6,1,0,0
188,1,1,3,25,18.0,0,2,0,0
1056,1,1,2,30,24.0,15,2,0,0
448,1,2,2,15,15.0,6,3,0,0
1056,1,2,3,60,34.0,0,2,0,0
1898,1,1,2,40,42.0,10,2,0,0
625,2,1,3,10,18.0,0,2,0,0
1212,1,2,2,20,24.0,16,2,0,0
1132,2,1,2,15,20.0,18,1,1,0
1678,2,1,2,60,34.0,16,1,0,0
1297,1,1,2,40,33.0,9,3,1,0
851,1,2,2,15,14.0,19,3,0,0
2999,1,2,2,20,36.0,44,3,0,0
1296,1,2,2,45,29.0,15,1,0,0
1297,2,2,3,25,45.0,0,2,0,0
3500,1,2,2,40,49.0,19,2,1,0
1132,1,2,2,30,28.0,16,1,0,0
1898,1,2,2,10,40.0,3,1,0,0
1212,1,1,2,40,18.0,19,2,0,0
209,1,2,3,30,22.0,0,3,0,0
2139,1,1,2,30,52.0,1,2,0,0
851,1,2,2,10,22.0,15,2,0,0
984,2,1,3,35,27.0,0,1,0,0
850,2,1,2,40,21.0,18,2,0,0
732,1,2,2,30,16.0,17,3,0,0
1576,1,2,2,10,29.0,17,1,0,0
2138,1,1,2,25,33.0,14,3,0,0
732,1,1,2,20,11.0,22,2,0,0
1056,1,2,2,20,38.0,2,2,1,0
1478,1,2,2,40,12.0,29,1,0,0
1786,2,1,2,5,26.0,11,3,0,0
1297,1,1,2,60,41.0,5,2,1,0
984,2,1,2,35,35.0,5,3,0,0
1056,1,2,3,15,42.0,0,1,0,0
851,1,2,2,25,27.0,10,2,0,0
851,2,2,3,5,16.0,0,2,0,0
916,1,1,2,35,36.0,10,2,0,0
2016,1,1,3,15,46.0,0,2,0,0
1478,1,2,2,30,25.0,12,1,0,0
1056,1,1,3,50,20.0,0,2,0,0
1296,2,1,2,30,17.0,14,1,0,0
1296,1,2,2,60,22.0,20,3,0,0
448,1,1,3,15,23.0,0,2,0,0
2015,1,2,2,20,20.0,24,1,0,0
1576,1,2,2,30,15.0,23,3,0,0
488,1,2,2,20,19.0,8,1,1,0
489,1,2,2,90,26.0,3,1,0,0
1132,1,2,2,25,32.0,6,1,0,0
188,1,1,3,30,24.0,0,2,0,0
168,1,1,3,10,10.0,0,1,0,0
448,1,1,3,30,10.0,0,1,0,0
1898,2,2,3,20,51.0,0,1,0,0
1132,1,1,2,15,37.0,0,1,0,0
1678,1,1,2,20,22.0,24,2,0,0
3500,1,2,2,20,39.0,22,2,0,0
2267,1,1,3,30,58.0,0,1,0,0
1898,1,1,2,20,34.0,16,2,0,0
1385,2,1,2,10,25.0,6,2,0,0
531,2,2,3,10,13.0,0,1,0,0
1898,1,2,2,5,5.0,21,2,0,0
2542,1,1,2,30,36.0,19,2,1,0
1898,2,2,3,10,50.0,0,2,0,0
789,1,2,2,40,15.0,3,1,0,0
2402,1,1,3,10,50.0,0,2,1,0
851,2,1,2,60,23.0,15,3,0,0
2267,1,1,3,20,50.0,0,3,0,0
732,1,2,2,40,21.0,14,2,1,0
1056,2,1,2,10,30.0,2,3,0,0
3164,1,1,3,10,63.0,0,2,2,0
448,2,1,2,5,23.0,2,1,0,0
1056,1,2,3,40,48.0,0,1,0,0
984,1,1,2,30,19.0,19,2,1,0
2402,1,2,2,30,53.0,2,3,0,0
1296,2,1,3,20,42.0,0,1,0,0
731,1,2,2,30,25.0,11,1,0,0
915,2,2,3,5,30.0,0,2,0,0
2541,1,2,2,20,36.0,10,2,1,0
231,2,2,3,45,13.0,0,1,0,0
1786,2,1,3,35,46.0,0,3,0,0
1056,1,1,2,20,14.0,22,2,0,0
2542,2,1,2,5,26.0,27,2,0,0
1296,2,1,2,30,29.0,8,2,0,0
2999,1,2,2,15,50.0,9,2,1,0
1297,2,1,3,10,13.0,0,1,0,0
850,2,1,2,20,27.0,9,3,0,0
1898,1,2,3,10,45.0,0,2,1,0
577,2,2,3,40,22.0,0,2,0,0
1132,1,2,3,15,9.0,0,1,0,0
3164,1,2,2,5,40.0,15,1,1,0
915,1,1,2,20,12.0,18,3,0,0
2541,2,2,1,0,0.0,0,2,2,0
1678,1,2,2,40,17.0,17,2,0,0
3336,1,2,2,5,18.0,37,2,0,0
488,2,2,3,10,20.0,0,2,1,0
1296,1,2,2,40,26.0,14,1,0,0
2138,1,1,2,20,25.0,29,1,0,0
375,2,2,3,5,16.0,0,1,0,0
2840,1,2,2,20,49.0,21,1,0,0
577,1,1,2,5,26.0,6,2,0,0
2015,1,2,2,5,9.0,37,2,0,0
851,1,2,2,10,11.0,10,1,0,0
2999,1,1,2,40,39.0,19,2,0,0
577,1,2,3,25,25.0,0,2,0,0
1385,1,1,2,30,45.0,2,3,0,0
1678,2,1,3,30,31.0,0,3,0,0
1786,2,1,2,15,35.0,19,3,0,0
3500,1,1,2,20,15.0,47,1,0,0
732,1,2,2,25,19.0,18,2,0,0
789,1,2,2,40,32.0,5,1,0,0
375,1,2,2,30,11.0,12,2,0,0
2999,2,1,3,5,34.0,0,3,1,0
2840,1,1,2,20,40.0,8,1,1,0
677,2,1,2,10,28.0,0,2,0,0
2139,2,1,2,10,54.0,0,3,0,0
625,1,1,2,30,5.0,20,2,0,0
789,1,2,2,5,5.0,23,3,0,0
984,1,1,2,10,31.0,4,2,0,0
1385,1,2,2,20,45.0,0,1,0,0
1576,2,2,3,25,35.0,0,1,0,0
1478,2,1,3,20,41.0,0,1,2,0
984,1,2,2,15,34.0,2,3,0,0
626,1,2,2,30,19.0,17,2,0,0
915,1,2,2,50,29.0,10,2,0,0
283,2,1,2,20,15.0,11,2,0,0
1132,1,1,2,10,17.0,21,2,0,0
488,2,1,3,60,34.0,0,1,0,0
1212,2,1,2,25,12.0,29,3,0,0
1056,2,2,3,10,20.0,0,1,0,0
1385,1,2,2,25,28.0,19,1,0,0
1478,1,1,3,50,47.0,0,2,0,0
1385,1,1,2,20,29.0,15,1,1,0
3165,2,1,3,30,64.0,0,2,2,0
2999,1,2,2,60,14.0,39,2,0,0
1478,1,1,2,15,40.0,7,1,0,0
1132,1,1,2,40,14.0,24,2,0,0
531,2,1,2,10,30.0,0,2,0,0
984,1,2,2,40,11.0,26,1,0,0
1056,2,1,2,10,13.0,21,2,0,0
1785,1,2,2,30,10.0,27,2,0,0
1678,1,2,2,40,10.0,34,1,0,0
283,2,1,3,25,21.0,0,2,0,0
626,2,1,2,10,15.0,11,2,0,0
1678,1,1,3,40,46.0,0,2,1,0
984,1,1,3,35,40.0,0,1,0,0
1678,1,2,2,10,15.0,32,1,0,0
1678,1,2,2,25,41.0,8,1,0,0
342,1,1,2,40,28.0,0,3,0,0
2016,1,2,2,40,35.0,15,2,0,0
1212,2,1,3,10,40.0,0,2,1,0
626,1,1,2,40,32.0,1,2,0,0
1385,1,1,2,20,15.0,26,3,0,0
984,1,1,3,20,42.0,0,3,1,0
1132,1,1,2,40,41.0,0,3,0,0
1212,2,2,3,20,23.0,0,1,0,0
984,1,2,2,60,24.0,17,2,0,0
375,1,2,2,40,18.0,10,1,0,0
789,1,2,2,20,25.0,18,2,0,0
410,1,2,2,60,20.0,2,2,0,0
1898,2,1,2,20,7.0,33,2,0,0
1478,2,1,2,10,20.0,5,3,0,0
2541,2,1,2,40,47.0,2,3,0,0
2402,1,1,2,20,40.0,5,1,1,0
2267,2,1,2,5,26.0,24,2,0,0
1576,1,1,2,20,34.0,20,1,1,0
283,2,1,2,40,19.0,6,2,0,0
3337,2,1,3,5,50.0,0,3,0,0
168,2,1,2,15,7.0,0,1,0,0
3500,1,1,3,5,64.0,0,1,0,0
1478,1,2,2,20,27.0,10,3,0,0
1296,1,2,2,30,43.0,1,1,0,0
677,2,1,3,20,35.0,0,1,2,0
2016,1,1,2,5,30.0,17,2,0,0
488,1,2,2,10,15.0,12,1,0,0
488,1,2,2,30,12.0,15,2,0,0
984,1,2,2,40,29.0,2,3,0,0
1785,2,1,3,20,44.0,0,3,1,0
1898,1,1,2,40,23.0,26,3,0,0
342,2,1,2,5,18.0,7,1,0,0
448,2,2,3,30,28.0,0,1,1,0
1575,2,1,2,30,33.0,13,2,0,0
1296,1,2,2,35,40.0,5,2,0,0
626,1,2,2,40,20.0,15,2,0,0
375,2,1,2,30,17.0,1,1,0,0
375,1,1,2,25,20.0,8,1,0,0
732,1,1,2,20,23.0,4,3,0,0
2840,2,1,2,60,23.0,32,1,0,0
677,1,2,2,5,25.0,2,1,0,0
1132,1,2,2,40,46.0,8,3,0,0
915,1,2,2,10,16.0,21,2,0,0
1132,1,1,2,35,38.0,7,2,0,0
1385,1,1,2,40,24.0,16,2,0,0
3165,1,1,3,30,54.0,0,2,0,0
411,1,1,3,30,16.0,0,1,0,0
916,1,2,2,15,25.0,13,2,0,0
1678,2,1,2,10,22.0,4,2,0,0
3500,2,1,3,40,46.0,0,2,0,0
1385,1,2,2,20,23.0,16,1,0,0
577,2,2,3,20,37.0,0,1,0,0
1785,1,1,2,30,40.0,7,2,1,0
625,1,1,2,25,34.0,1,2,0,0
2542,1,1,2,20,17.0,39,1,1,0
916,1,2,1,0,0.0,0,2,1,0
731,2,2,3,20,23.0,0,1,0,0
531,1,1,2,20,24.0,7,3,0,0
1575,1,2,3,5,36.0,0,3,0,0
2015,2,1,2,10,10.0,19,3,0,0
1576,1,1,2,40,41.0,5,3,2,0
984,2,1,2,20,15.0,8,2,0,0
2138,1,2,2,20,50.0,10,3,0,0
3164,1,2,2,20,20.0,28,2,0,0
2138,1,1,1,0,0.0,0,1,0,0
531,2,1,2,5,13.0,15,2,0,0
850,1,2,2,60,27.0,13,2,0,0
209,2,1,3,15,17.0,0,1,0,0
2999,1,2,2,15,12.0,31,1,0,0
1786,1,1,2,10,21.0,25,2,0,0
1132,1,1,3,5,30.0,0,2,1,0
375,1,1,3,5,28.0,0,1,0,0
2542,1,1,2,20,42.0,15,2,0,0
342,1,1,2,60,20.0,3,2,0,0
2267,1,1,2,10,24.0,17,2,0,0
2840,1,1,2,20,17.0,38,3,0,0
311,2,1,3,30,20.0,0,3,0,0
1296,2,1,2,10,31.0,12,1,0,0
1786,1,2,2,60,35.0,8,1,0,0
1898,2,2,3,30,44.0,0,2,1,0
789,1,2,3,10,8.0,0,1,0,0
168,1,1,2,30,13.0,2,2,0,0
1575,2,1,3,10,43.0,0,1,0,0
1785,2,1,2,10,12.0,33,2,0,0
1132,1,2,2,15,14.0,26,1,0,0
411,2,1,2,10,28.0,0,3,0,0
789,1,1,2,30,18.0,19,1,0,0
1785,1,1,3,20,52.0,0,1,1,0
1785,1,2,2,15,9.0,32,3,0,0
1056,1,2,3,25,27.0,0,2,0,0
2401,2,1,3,15,47.0,0,3,0,0
2015,2,1,2,20,38.0,8,2,0,0
311,1,1,2,20,25.0,9,2,0,0
915,1,1,3,10,42.0,0,2,0,0
984,1,2,2,30,23.0,11,2,0,0
1212,1,1,3,25,46.0,0,1,0,0
1132,1,2,2,40,33.0,7,2,0,0
1678,1,1,2,20,42.0,4,1,0,0
3164,1,2,3,15,55.0,0,1,2,0
1296,1,1,2,50,38.0,6,2,0,0
